Observation ID,Site,Species Code,Observer,Plant #,Date,Year,Arrival Time,Departure Time,Weather,North Face,South Face,Breaking Leaf Buds,How many do you see?,Leaves?,What % of canopy is full?,Colored Leaves?,What % of canopy has colored leaves?,Falling Leaves,Fruits,How many fruits do you see??,Ripe Fruits,What % of all Fruit are Ripe?,Recent Fruit Drop?,How many dropped fruit did you see?,Species Observed,Other Comments
2793,ERD,QUEGAM,HARFRI,2,4/20/2021,2021,07:08:00 AM,07:21:00 AM,Hazy,40,39,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2794,ERD,QUEGAM,HARFRI,3,4/20/2021,2021,07:08:00 AM,07:21:00 AM,Hazy,39,40,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2795,ERD,QUEGAM,HARFRI,4,4/20/2021,2021,07:08:00 AM,07:21:00 AM,Hazy,37,38,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2796,ERD,QUEGAM,HARFRI,5,4/20/2021,2021,07:08:00 AM,07:21:00 AM,Hazy,36,37,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2797,ERD,QUEGAM,HARFRI,6,4/20/2021,2021,07:08:00 AM,07:21:00 AM,Hazy,36,38,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2798,ERD,QUEGAM,HARFRI,7,4/20/2021,2021,07:08:00 AM,07:21:00 AM,Hazy,52,42,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2799,ERD,QUEGAM,HARFRI,8,4/20/2021,2021,07:08:00 AM,07:21:00 AM,Hazy,52,43,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2800,ERD,QUEGAM,HARFRI,9,4/20/2021,2021,07:08:00 AM,07:21:00 AM,Hazy,44,42,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2801,ERD,QUEGAM,HARFRI,10,4/20/2021,2021,07:08:00 AM,07:21:00 AM,Hazy,48,45,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2802,ERD,QUEGAM,SASESC,1,4/27/2021,2021,09:14:00 AM,09:36:00 AM,Snow,30,28,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2803,ERD,QUEGAM,SASESC,2,4/27/2021,2021,09:14:00 AM,09:36:00 AM,Snow,33,28,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2804,ERD,QUEGAM,SASESC,3,4/27/2021,2021,09:14:00 AM,09:36:00 AM,Snow,30,32,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2805,ERD,QUEGAM,SASESC,4,4/27/2021,2021,09:14:00 AM,09:36:00 AM,Snow,31,28,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2806,ERD,QUEGAM,SASESC,5,4/27/2021,2021,09:14:00 AM,09:36:00 AM,Snow,32,28,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2807,ERD,QUEGAM,SASESC,6,4/27/2021,2021,09:14:00 AM,09:36:00 AM,Snow,33,30,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2808,ERD,QUEGAM,SASESC,7,4/27/2021,2021,09:14:00 AM,09:36:00 AM,Snow,27,28,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2809,ERD,QUEGAM,SASESC,8,4/27/2021,2021,09:14:00 AM,09:36:00 AM,Snow,29,25,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2810,ERD,QUEGAM,SASESC,9,4/27/2021,2021,09:14:00 AM,09:36:00 AM,Snow,28,26,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2811,ERD,QUEGAM,SASESC,10,4/27/2021,2021,09:14:00 AM,09:36:00 AM,Snow,30,27,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2812,ERD,QUEGAM,HARFRI,1,5/4/2021,2021,07:12:00 AM,07:35:00 AM,"Clear, mostly or full sun",46,45,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2813,ERD,QUEGAM,HARFRI,2,5/4/2021,2021,07:12:00 AM,07:35:00 AM,"Clear, mostly or full sun",49,48,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2814,ERD,QUEGAM,HARFRI,3,5/4/2021,2021,07:12:00 AM,07:35:00 AM,"Clear, mostly or full sun",48,48,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2815,ERD,QUEGAM,HARFRI,4,5/4/2021,2021,07:12:00 AM,07:35:00 AM,"Clear, mostly or full sun",46,46,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2816,ERD,QUEGAM,HARFRI,5,5/4/2021,2021,07:12:00 AM,07:35:00 AM,"Clear, mostly or full sun",47,45,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2817,ERD,QUEGAM,HARFRI,6,5/4/2021,2021,07:12:00 AM,07:35:00 AM,"Clear, mostly or full sun",45,45,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2818,ERD,QUEGAM,HARFRI,7,5/4/2021,2021,07:12:00 AM,07:35:00 AM,"Clear, mostly or full sun",65,53,1,101-1000,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2819,ERD,QUEGAM,HARFRI,8,5/4/2021,2021,07:12:00 AM,07:35:00 AM,"Clear, mostly or full sun",74,55,1,3-10,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2820,ERD,QUEGAM,HARFRI,9,5/4/2021,2021,07:12:00 AM,07:35:00 AM,"Clear, mostly or full sun",51,53,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2821,ERD,QUEGAM,HARFRI,10,5/4/2021,2021,07:12:00 AM,07:35:00 AM,"Clear, mostly or full sun",68,61,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2822,ERD,QUEGAM,"HARFRI, SASESC",1,5/11/2021,2021,07:21:00 AM,07:39:00 AM,"Clear, mostly or full sun",46.5,46,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2823,ERD,QUEGAM,"HARFRI, SASESC",2,5/11/2021,2021,07:21:00 AM,07:39:00 AM,"Clear, mostly or full sun",47,46,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2824,ERD,QUEGAM,"HARFRI, SASESC",3,5/11/2021,2021,07:21:00 AM,07:39:00 AM,"Clear, mostly or full sun",52,46,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2825,ERD,QUEGAM,"HARFRI, SASESC",4,5/11/2021,2021,07:21:00 AM,07:39:00 AM,"Clear, mostly or full sun",46,45,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2826,ERD,QUEGAM,"HARFRI, SASESC",5,5/11/2021,2021,07:21:00 AM,07:39:00 AM,"Clear, mostly or full sun",47,45,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2827,ERD,QUEGAM,"HARFRI, SASESC",6,5/11/2021,2021,07:21:00 AM,07:39:00 AM,"Clear, mostly or full sun",45,45,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2828,ERD,QUEGAM,"HARFRI, SASESC",7,5/11/2021,2021,07:21:00 AM,07:39:00 AM,"Clear, mostly or full sun",63,51,1,101-1000,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2829,ERD,QUEGAM,"HARFRI, SASESC",8,5/11/2021,2021,07:21:00 AM,07:39:00 AM,"Clear, mostly or full sun",64,52,1,11-100,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2830,ERD,QUEGAM,"HARFRI, SASESC",9,5/11/2021,2021,07:21:00 AM,07:39:00 AM,"Clear, mostly or full sun",49,49,1,11-100,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2831,ERD,QUEGAM,"HARFRI, SASESC",10,5/11/2021,2021,07:21:00 AM,07:39:00 AM,"Clear, mostly or full sun",59,55,1,11-100,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2832,ERD,QUEGAM,HARFRI,1,5/18/2021,2021,07:20:00 AM,07:45:00 AM,"Clear, mostly or full sun",52,52,1,3-10,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2833,ERD,QUEGAM,HARFRI,2,5/18/2021,2021,07:20:00 AM,07:45:00 AM,"Clear, mostly or full sun",56,52,1,3-10,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2834,ERD,QUEGAM,HARFRI,3,5/18/2021,2021,07:20:00 AM,07:45:00 AM,"Clear, mostly or full sun",53,53,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2835,ERD,QUEGAM,HARFRI,4,5/18/2021,2021,07:20:00 AM,07:45:00 AM,"Clear, mostly or full sun",53,52,1,3-10,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,Some frost damage from freeze a few weeks prior to observation
2836,ERD,QUEGAM,HARFRI,5,5/18/2021,2021,07:20:00 AM,07:45:00 AM,"Clear, mostly or full sun",56,54,1,3-10,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,Significant frost damage
2837,ERD,QUEGAM,HARFRI,6,5/18/2021,2021,07:20:00 AM,07:45:00 AM,"Clear, mostly or full sun",52,51,1,3-10,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,Minor frost damage
2838,ERD,QUEGAM,HARFRI,7,5/18/2021,2021,07:20:00 AM,07:45:00 AM,"Clear, mostly or full sun",66,54,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2839,ERD,QUEGAM,HARFRI,8,5/18/2021,2021,07:20:00 AM,07:45:00 AM,"Clear, mostly or full sun",64,58,1,3-10,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2840,ERD,QUEGAM,HARFRI,9,5/18/2021,2021,07:20:00 AM,07:45:00 AM,"Clear, mostly or full sun",58,57,1,3-10,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2841,ERD,QUEGAM,HARFRI,10,5/18/2021,2021,07:20:00 AM,07:45:00 AM,"Clear, mostly or full sun",65,61,1,3-10,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2842,ERD,QUEGAM,HARFRI,1,6/4/2021,2021,07:25:00 AM,07:50:00 AM,"Clear, mostly or full sun",77,74,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2843,ERD,QUEGAM,HARFRI,2,6/4/2021,2021,07:25:00 AM,07:50:00 AM,"Clear, mostly or full sun",74,74,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2844,ERD,QUEGAM,HARFRI,3,6/4/2021,2021,07:25:00 AM,07:50:00 AM,"Clear, mostly or full sun",,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2845,ERD,QUEGAM,HARFRI,4,6/4/2021,2021,07:25:00 AM,07:50:00 AM,"Clear, mostly or full sun",78,77,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2846,ERD,QUEGAM,HARFRI,5,6/4/2021,2021,07:25:00 AM,07:50:00 AM,"Clear, mostly or full sun",81,80,0,<3,1,25-49%,0,<25%,0,0,<3,0,<25%,0,<3,,Leaf die off from frost
2847,ERD,QUEGAM,HARFRI,6,6/4/2021,2021,07:25:00 AM,07:50:00 AM,"Clear, mostly or full sun",75,74,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2848,ERD,QUEGAM,HARFRI,7,6/4/2021,2021,07:25:00 AM,07:50:00 AM,"Clear, mostly or full sun",89,82,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2849,ERD,QUEGAM,HARFRI,8,6/4/2021,2021,07:25:00 AM,07:50:00 AM,"Clear, mostly or full sun",93,82,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2850,ERD,QUEGAM,HARFRI,9,6/4/2021,2021,07:25:00 AM,07:50:00 AM,"Clear, mostly or full sun",85,82,1,3-10,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2851,ERD,QUEGAM,HARFRI,10,6/4/2021,2021,07:25:00 AM,07:50:00 AM,"Clear, mostly or full sun",88,85,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2852,ERD,QUEGAM,HARFRI,1,6/23/2021,2021,07:08:00 AM,07:25:00 AM,Hazy,62,61,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2853,ERD,QUEGAM,HARFRI,2,6/23/2021,2021,07:08:00 AM,07:25:00 AM,Hazy,62,61,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2854,ERD,QUEGAM,HARFRI,3,6/23/2021,2021,07:08:00 AM,07:25:00 AM,Hazy,64,62,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2855,ERD,QUEGAM,HARFRI,4,6/23/2021,2021,07:08:00 AM,07:25:00 AM,Hazy,62,62,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2856,ERD,QUEGAM,HARFRI,5,6/23/2021,2021,07:08:00 AM,07:25:00 AM,Hazy,62,63,0,<3,1,25-49%,0,<25%,0,0,<3,0,<25%,0,<3,,
2857,ERD,QUEGAM,HARFRI,6,6/23/2021,2021,07:08:00 AM,07:25:00 AM,Hazy,62,62,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2858,ERD,QUEGAM,HARFRI,7,6/23/2021,2021,07:08:00 AM,07:25:00 AM,Hazy,63,62,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2859,ERD,QUEGAM,HARFRI,8,6/23/2021,2021,07:08:00 AM,07:25:00 AM,Hazy,64,63,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2860,ERD,QUEGAM,HARFRI,9,6/23/2021,2021,07:08:00 AM,07:25:00 AM,Hazy,63,62,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2861,ERD,QUEGAM,HARFRI,10,6/23/2021,2021,07:08:00 AM,07:25:00 AM,Hazy,62,62,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2862,ERD,QUEGAM,HARFRI,1,6/29/2021,2021,07:35:00 AM,07:58:00 AM,Partly Cloudy,60,60,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2863,ERD,QUEGAM,HARFRI,2,6/29/2021,2021,07:35:00 AM,07:58:00 AM,Partly Cloudy,69,61,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2864,ERD,QUEGAM,HARFRI,3,6/29/2021,2021,07:35:00 AM,07:58:00 AM,Partly Cloudy,,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2865,ERD,QUEGAM,HARFRI,4,6/29/2021,2021,07:35:00 AM,07:58:00 AM,Partly Cloudy,63,62,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2866,ERD,QUEGAM,HARFRI,5,6/29/2021,2021,07:35:00 AM,07:58:00 AM,Partly Cloudy,71,73,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2867,ERD,QUEGAM,HARFRI,6,6/29/2021,2021,07:35:00 AM,07:58:00 AM,Partly Cloudy,61,60,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2868,ERD,QUEGAM,HARFRI,7,6/29/2021,2021,07:35:00 AM,07:58:00 AM,Partly Cloudy,68,63,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2869,ERD,QUEGAM,HARFRI,8,6/29/2021,2021,07:35:00 AM,07:58:00 AM,Partly Cloudy,74,65,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2870,ERD,QUEGAM,HARFRI,9,6/29/2021,2021,07:35:00 AM,07:58:00 AM,Partly Cloudy,68,67,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2871,ERD,QUEGAM,HARFRI,10,6/29/2021,2021,07:35:00 AM,07:58:00 AM,Partly Cloudy,73,68,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2872,ERD,QUEGAM,HARFRI,1,7/6/2021,2021,07:08:00 AM,07:30:00 AM,"Clear, mostly or full sun",75,74,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2873,ERD,QUEGAM,HARFRI,2,7/6/2021,2021,07:08:00 AM,07:30:00 AM,"Clear, mostly or full sun",76,75,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2874,ERD,QUEGAM,HARFRI,3,7/6/2021,2021,07:08:00 AM,07:30:00 AM,"Clear, mostly or full sun",79,77,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2875,ERD,QUEGAM,HARFRI,4,7/6/2021,2021,07:08:00 AM,07:30:00 AM,"Clear, mostly or full sun",77,77,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2876,ERD,QUEGAM,HARFRI,5,7/6/2021,2021,07:08:00 AM,07:30:00 AM,"Clear, mostly or full sun",79,78,0,<3,1,25-49%,0,<25%,0,0,<3,0,<25%,0,<3,,
2877,ERD,QUEGAM,HARFRI,6,7/6/2021,2021,07:08:00 AM,07:30:00 AM,"Clear, mostly or full sun",76,74,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2878,ERD,QUEGAM,HARFRI,7,7/6/2021,2021,07:08:00 AM,07:30:00 AM,"Clear, mostly or full sun",80,79,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2879,ERD,QUEGAM,HARFRI,8,7/6/2021,2021,07:08:00 AM,07:30:00 AM,"Clear, mostly or full sun",82,80,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2880,ERD,QUEGAM,HARFRI,9,7/6/2021,2021,07:08:00 AM,07:30:00 AM,"Clear, mostly or full sun",85,79,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2881,ERD,QUEGAM,HARFRI,10,7/6/2021,2021,07:08:00 AM,07:30:00 AM,"Clear, mostly or full sun",81,82,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2883,ERD,QUEGAM,HARFRI,1,7/20/2021,2021,07:10:00 AM,07:34:00 AM,Partly cloudy,66.5,67,0,<3,1,75-94%,0,<25%,0,1,11-100,0,<25%,0,<3,,
2884,ERD,QUEGAM,HARFRI,2,7/20/2021,2021,07:10:00 AM,07:34:00 AM,Partly cloudy,66,66,0,<3,1,75-94%,0,<25%,0,1,3-10,0,<25%,0,<3,,
2885,ERD,QUEGAM,HARFRI,3,7/20/2021,2021,07:10:00 AM,07:34:00 AM,Partly cloudy,,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2886,ERD,QUEGAM,HARFRI,4,7/20/2021,2021,07:10:00 AM,07:34:00 AM,Partly cloudy,67,67,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2887,ERD,QUEGAM,HARFRI,5,7/20/2021,2021,07:10:00 AM,07:34:00 AM,Partly cloudy,68,66,0,<3,1,25-49%,0,<25%,0,0,<3,0,<25%,0,<3,,
2888,ERD,QUEGAM,HARFRI,6,7/20/2021,2021,07:10:00 AM,07:34:00 AM,Partly cloudy,67,67,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2889,ERD,QUEGAM,HARFRI,7,7/20/2021,2021,07:10:00 AM,07:34:00 AM,Partly cloudy,69,68,0,<3,1,>95%,0,<25%,0,1,11-100,0,<25%,0,<3,,
2890,ERD,QUEGAM,HARFRI,8,7/20/2021,2021,07:10:00 AM,07:34:00 AM,Partly cloudy,79,71,0,<3,1,>95%,0,<25%,0,1,3-10,0,<25%,0,<3,,
2891,ERD,QUEGAM,HARFRI,9,7/20/2021,2021,07:10:00 AM,07:34:00 AM,Partly cloudy,71,69,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2892,ERD,QUEGAM,HARFRI,10,7/20/2021,2021,07:10:00 AM,07:34:00 AM,Partly cloudy,73,74,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2893,ERD,QUEGAM,HARFRI,1,7/27/2021,2021,07:20:00 AM,07:50:00 AM,"Clear, mostly or full sun",62,62,0,<3,1,75-94%,0,<25%,0,1,3-10,0,<25%,0,<3,,
2894,ERD,QUEGAM,HARFRI,2,7/27/2021,2021,07:20:00 AM,07:50:00 AM,"Clear, mostly or full sun",62,62,0,<3,0,>95%,0,<25%,0,1,3-10,0,<25%,0,<3,,
2895,ERD,QUEGAM,HARFRI,3,7/27/2021,2021,07:20:00 AM,07:50:00 AM,"Clear, mostly or full sun",,,0,<3,0,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2896,ERD,QUEGAM,HARFRI,4,7/27/2021,2021,07:20:00 AM,07:50:00 AM,"Clear, mostly or full sun",62,61,0,<3,0,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2897,ERD,QUEGAM,HARFRI,5,7/27/2021,2021,07:20:00 AM,07:50:00 AM,"Clear, mostly or full sun",62,61,0,<3,0,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2898,ERD,QUEGAM,HARFRI,6,7/27/2021,2021,07:20:00 AM,07:50:00 AM,"Clear, mostly or full sun",62,62,0,<3,0,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2899,ERD,QUEGAM,HARFRI,7,7/27/2021,2021,07:20:00 AM,07:50:00 AM,"Clear, mostly or full sun",69,64,0,<3,0,>95%,0,<25%,0,1,101-1000,0,<25%,0,<3,,
2900,ERD,QUEGAM,HARFRI,8,7/27/2021,2021,07:20:00 AM,07:50:00 AM,"Clear, mostly or full sun",89,66,0,<3,0,>95%,0,<25%,0,1,3-10,0,<25%,0,<3,,
2901,ERD,QUEGAM,HARFRI,9,7/27/2021,2021,07:20:00 AM,07:50:00 AM,"Clear, mostly or full sun",65,64,0,<3,0,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2902,ERD,QUEGAM,HARFRI,10,7/27/2021,2021,07:20:00 AM,07:50:00 AM,"Clear, mostly or full sun",75,75,1,<3,0,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
2903,ERD,QUEGAM,HARFRI,1,8/3/2021,2021,07:15:00 AM,,"Clear, mostly or full sun",64,64,0,<3,1,>95%,0,<25%,0,1,<3,0,<25%,0,<3,,
2904,ERD,QUEGAM,HARFRI,2,8/3/2021,2021,07:15:00 AM,,"Clear, mostly or full sun",63,63,0,<3,1,>95%,0,<25%,0,1,3-10,0,<25%,0,<3,,
2905,ERD,QUEGAM,HARFRI,3,8/3/2021,2021,07:15:00 AM,,"Clear, mostly or full sun",,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2906,ERD,QUEGAM,HARFRI,4,8/3/2021,2021,07:15:00 AM,,"Clear, mostly or full sun",63,62,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2907,ERD,QUEGAM,HARFRI,5,8/3/2021,2021,07:15:00 AM,,"Clear, mostly or full sun",62,63,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
2908,ERD,QUEGAM,HARFRI,6,8/3/2021,2021,07:15:00 AM,,"Clear, mostly or full sun",63,63,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2909,ERD,QUEGAM,HARFRI,7,8/3/2021,2021,07:15:00 AM,,"Clear, mostly or full sun",89,69,0,<3,1,>95%,0,<25%,0,1,101-1000,0,<25%,0,<3,,
2910,ERD,QUEGAM,HARFRI,8,8/3/2021,2021,07:15:00 AM,,"Clear, mostly or full sun",91,72,0,<3,1,>95%,0,<25%,0,1,3-10,0,<25%,0,<3,,
2911,ERD,QUEGAM,HARFRI,9,8/3/2021,2021,07:15:00 AM,,"Clear, mostly or full sun",71,70,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2912,ERD,QUEGAM,HARFRI,10,8/3/2021,2021,07:15:00 AM,,"Clear, mostly or full sun",85,78,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
2913,ERD,QUEGAM,SUZANNE,1,8/31/2021,2021,07:00:00 AM,07:30:00 AM,Overcast,60,60,0,<3,1,75-94%,0,<25%,0,1,<3,0,<25%,0,<3,,
2914,ERD,QUEGAM,SUZANNE,2,8/31/2021,2021,07:00:00 AM,07:30:00 AM,Overcast,60,60,0,<3,1,>95%,0,<25%,0,1,<3,0,<25%,0,<3,,
2915,ERD,QUEGAM,SUZANNE,3,8/31/2021,2021,07:00:00 AM,07:30:00 AM,Overcast,,,0,<3,1,,0,<25%,0,0,<3,0,<25%,0,<3,,
2916,ERD,QUEGAM,SUZANNE,4,8/31/2021,2021,07:00:00 AM,07:30:00 AM,Overcast,60,60,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,significant herbivory,
2917,ERD,QUEGAM,SUZANNE,5,8/31/2021,2021,07:00:00 AM,07:30:00 AM,Overcast,60,60,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2918,ERD,QUEGAM,SUZANNE,6,8/31/2021,2021,07:00:00 AM,07:30:00 AM,Overcast,60,60,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2919,ERD,QUEGAM,SUZANNE,7,8/31/2021,2021,07:00:00 AM,07:30:00 AM,Overcast,60,60,0,<3,1,>95%,0,<25%,0,1,11-100,0,<25%,0,<3,,
2920,ERD,QUEGAM,SUZANNE,8,8/31/2021,2021,07:00:00 AM,07:30:00 AM,Overcast,60,60,0,<3,1,>95%,0,<25%,0,1,<3,0,<25%,0,<3,fungal spots along tree,
2921,ERD,QUEGAM,SUZANNE,9,8/31/2021,2021,07:00:00 AM,07:30:00 AM,Overcast,60,60,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,insect damage on leaves,
2922,ERD,QUEGAM,SUZANNE,10,8/31/2021,2021,07:00:00 AM,07:30:00 AM,Overcast,61,61,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2923,ERD,QUEGAM,NICSPA,1,9/2/2021,2021,10:30:00 AM,11:05:00 AM,Partly cloudy,67.5,65,0,<3,1,75-94%,0,<25%,0,1,<3,0,<25%,0,<3,,
2924,ERD,QUEGAM,NICSPA,2,9/2/2021,2021,10:30:00 AM,11:05:00 AM,Partly cloudy,66,67,0,<3,1,>95%,0,<25%,0,1,<3,0,<25%,0,<3,,
2925,ERD,QUEGAM,NICSPA,3,9/2/2021,2021,10:30:00 AM,11:05:00 AM,Partly cloudy,,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
2926,ERD,QUEGAM,NICSPA,4,9/2/2021,2021,10:30:00 AM,11:05:00 AM,Partly cloudy,64,74,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
2927,ERD,QUEGAM,NICSPA,5,9/2/2021,2021,10:30:00 AM,11:05:00 AM,Partly cloudy,63,66,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
2928,ERD,QUEGAM,NICSPA,6,9/2/2021,2021,10:30:00 AM,11:05:00 AM,Partly cloudy,64,72,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
