Observation ID,Plant ID,Date,Observer,Site,Time Arrived,Departure Time,Weather,Plant #,North Face Temp,South Face Temp,Species Code,Breaking Leaf Buds,How many buds?,Leaves?,What % of canopy is full?,Colored Leaves?,What % of Canopy is Colored?,Falling Leaves?,Fruits,How many fruit?,Ripe Fruits,What % of all Fruit are Ripe?,Recent Fruit Drop?,How many dropped fruit do you see?,Species Observed,Other Comments,General Comments
5169,GCVC9,7/6/2020,Jabez C.,GCVC,        9:20,10:55:00 AM,"mild,Breezy",9,82.00,79,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,1001-10000,Yes,NR,No,<3,lichen,insect damage leaves,
5170,GCVC10,7/6/2020,Jabez C.,GCVC,        9:20,10:55:00 AM,"mild,Breezy",10,86.00,79,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,Yes,NR,No,<3,"lichen,galls",peeling bark on tree,
5171,Shrine4,7/16/2020,Abby Gillam,Shrine,11:00,10:55:00 AM,overcast/ mild,4,,,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,Yes,NR,No,<3,,,
5172,GCVC1,7/16/2020,Abby Gillam,GCVC,12:00,10:55:00 AM,overcast/ mild,1,,,QUEGAM,No,<3,No,<5%,No,<5%,No,No,<3,Yes,NR,No,<3,,"could not locate this tree, tag possibly missing",
5173,GCVC2,7/16/2020,Abby Gillam,GCVC,12:00,9:30:00 AM,overcast/ mild,2,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,,,
5174,GCVC3,7/16/2020,Abby Gillam,GCVC,12:00,9:30:00 AM,overcast/ mild,3,,,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,Yes,NR,No,<3,insect damage,lower branches dying,
5175,GCVC4,7/16/2020,Abby Gillam,GCVC,12:00,9:30:00 AM,overcast/ mild,4,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,"lichen, spider webs",,
5176,GCVC5,7/16/2020,Abby Gillam,GCVC,12:00,9:30:00 AM,overcast/ mild,5,,,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,Yes,NR,No,<3,,bare branches on north side,
5177,GCVC6,7/16/2020,Abby Gillam,GCVC,12:00,9:30:00 AM,overcast/ mild,6,,,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,Yes,NR,No,<3,,"upper branches dead, some leaves on lower branches",
5178,GCVC7,7/16/2020,Abby Gillam,GCVC,12:00,9:30:00 AM,overcast/ mild,7,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,lichen on lower trunk,,
5179,GCVC8,7/16/2020,Abby Gillam,GCVC,12:00,10:00:00 AM,overcast/ mild,8,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,lichen,,
5180,GCVC9,7/16/2020,Abby Gillam,GCVC,12:00,10:00:00 AM,overcast/ mild,9,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,lichen,,
5181,GCVC10,7/16/2020,Abby Gillam,GCVC,12:00,10:00:00 AM,overcast/ mild,10,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,lichen,,
5182,HQ1,7/22/2020,"K. Gillis, G. Cadigan",HQ,10:30,10:00:00 AM,"sunny, clear, warm",1,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,1001-10000,Yes,NR,No,<3,"woodpecker holes, galls, lichen",,
5183,HQ2,7/22/2020,"K. Gillis, G. Cadigan",HQ,10:30,10:00:00 AM,"sunny, clear, warm",2,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,Yes,NR,No,<3,woodpecker holes,,
5184,Shrine1,7/22/2020,"K. Gillis, G. Cadigan",Shrine,10:30,10:00:00 AM,"sunny, clear, warm",1,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,Yes,NR,No,<3,galls,dying splotchy leaves,
5185,Shrine2,7/22/2020,"K. Gillis, G. Cadigan",Shrine,10:30,10:00:00 AM,"sunny, clear, warm",2,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,11-100,Yes,NR,No,<3,"woodpecker holes, galls",splotchy leaves,
5186,Shrine3,7/22/2020,"K. Gillis, G. Cadigan",Shrine,10:30,10:00:00 AM,"sunny, clear, warm",3,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,"webs, insect damaged leaves",,
5187,Shrine4,7/22/2020,"K. Gillis, G. Cadigan",Shrine,10:30,10:00:00 AM,"sunny, clear, warm",4,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,,splotchy leaves,
5188,GCVC1,7/22/2020,"K. Gillis, G. Cadigan",GCVC,9:53,10:00:00 AM,"sunny, clear, warm",1,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,Yes,NR,No,<3,"webs, galls, insect damaged leaves",,
5189,GCVC2,7/22/2020,"K. Gillis, G. Cadigan",GCVC,9:53,9:55:00 AM,"sunny, clear, warm",2,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,Yes,NR,No,<3,"lichen, galls",,
5190,GCVC3,7/22/2020,"K. Gillis, G. Cadigan",GCVC,9:53,9:55:00 AM,"sunny, clear, warm",3,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,"lichen, insect damaged leaves",,
5191,GCVC4,7/22/2020,"K. Gillis, G. Cadigan",GCVC,9:53,9:55:00 AM,"sunny, clear, warm",4,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,11-100,Yes,NR,No,<3,"lichen, webs",,
5192,GCVC5,7/22/2020,"K. Gillis, G. Cadigan",GCVC,9:53,9:55:00 AM,"sunny, clear, warm",5,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,,,
5193,GCVC6,7/22/2020,"K. Gillis, G. Cadigan",GCVC,9:53,9:55:00 AM,"sunny, clear, warm",6,,,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,Yes,NR,No,<3,,pretty dead,
5194,GCVC7,7/22/2020,"K. Gillis, G. Cadigan",GCVC,9:53,9:55:00 AM,"sunny, clear, warm",7,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,Yes,NR,No,<3,,,
5195,GCVC8,7/22/2020,"K. Gillis, G. Cadigan",GCVC,9:53,9:25:00 AM,"sunny, clear, warm",8,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,Yes,NR,No,<3,"lichen, webs, galls, insect damaged leaves",rust colored spots on leaves,
5196,GCVC9,7/22/2020,"K. Gillis, G. Cadigan",GCVC,9:53,9:25:00 AM,"sunny, clear, warm",9,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,Yes,NR,No,<3,"lichen, spotted leaves",,
5197,GCVC10,7/22/2020,"K. Gillis, G. Cadigan",GCVC,9:53,9:25:00 AM,"sunny, clear, warm",10,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,Yes,NR,No,<3,,,
5198,HQ1,7/20/2020,Abby Gillam,HQ,9:30,9:25:00 AM,"cloudy, breezy",1,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,woodpecker holes,,
5199,HQ2,7/20/2020,Abby Gillam,HQ,9:30,9:25:00 AM,"cloudy, breezy",2,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,Yes,NR,No,<3,fresh woodpecker holes,leaves larger than other trees,
5200,Shrine1,7/20/2020,Abby Gillam,Shrine,9:30,9:25:00 AM,"cloudy, breezy",1,,,QUEGAM,No,<3,Yes,5-24%,Yes,25-49%,No,No,<3,Yes,NR,No,<3,,leaves turning brown,
5201,Shrine2,7/20/2020,Abby Gillam,Shrine,9:30,9:25:00 AM,"cloudy, breezy",2,,,QUEGAM,No,<3,Yes,5-24%,Yes,5-24%,No,No,<3,Yes,NR,No,<3,insect damage on leaves,leaves on bottom branches turning brown,
5202,Shrine3,7/20/2020,Abby Gillam,Shrine,9:30,9:25:00 AM,"cloudy, breezy",3,,,QUEGAM,No,<3,Yes,5-24%,Yes,5-24%,No,No,<3,Yes,NR,No,<3,insect damage,leaves turning brown,
5203,Shrine4,7/20/2020,Abby Gillam,Shrine,9:30,9:25:00 AM,"cloudy, breezy",4,,,QUEGAM,No,<3,Yes,5-24%,Yes,25-49%,Yes,No,<3,Yes,NR,No,<3,,brown leaves on lower branches falling already,
5204,GCVC1,7/20/2020,Abby Gillam,GCVC,10:00,9:25:00 AM,"cloudy, hot",1,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,"spider webs, galls, insect damage on leaves",,
5205,GCVC2,7/20/2020,Abby Gillam,GCVC,10:00,10:30:00 AM,"cloudy, hot",2,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,"galls, orange lichen, insect damage",lower leaves browning slightly,
5206,GCVC3,7/20/2020,Abby Gillam,GCVC,10:00,10:30:00 AM,"cloudy, hot",3,,,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,Yes,NR,No,<3,"yellow/orange licehn, galls, insect damage on leaves",lower branches dead/ bare,
5207,GCVC4,7/20/2020,Abby Gillam,GCVC,10:00,10:30:00 AM,"cloudy, hot",4,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,"orange lichen, spider webs",some discoloring (yellow) on leaves,
5208,GCVC5,7/20/2020,Abby Gillam,GCVC,10:00,10:30:00 AM,"cloudy, hot",5,,,QUEGAM,No,<3,Yes,50-74%,Yes,5-24%,No,No,<3,Yes,NR,No,<3,insect damage on leaves,leaves browning/ yellowing,
5209,GCVC6,7/20/2020,Abby Gillam,GCVC,10:00,10:30:00 AM,"cloudy, hot",6,,,QUEGAM,No,<3,Yes,5-24%,Yes,5-24%,No,No,<3,Yes,NR,No,<3,,top of tree dead,
5210,GCVC7,7/20/2020,Abby Gillam,GCVC,10:00,10:30:00 AM,"cloudy, hot",7,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,"orange lichen, spider webs, insect damaged leaves",,
5211,GCVC8,7/20/2020,Abby Gillam,GCVC,10:00,11:10:00 AM,"cloudy, hot",8,,,QUEGAM,No,<3,Yes,50-74%,Yes,5-24%,No,No,<3,Yes,NR,No,<3,"orange lichen, insect damaged leaves",leaves yellowing/ browning,
5212,GCVC9,7/20/2020,Abby Gillam,GCVC,10:00,11:10:00 AM,"cloudy, hot",9,,,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,101-1000,Yes,NR,No,<3,"yellow/ oragne lichen, galls","large bottom branch dead, very small brown fruit",
5213,GCVC10,7/20/2020,Abby Gillam,GCVC,10:00,11:10:00 AM,"cloudy, hot",10,,,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,101-1000,Yes,NR,No,<3,galls,some browning leaves,
5214,HQ1,7/27/2020,Grace C,HQ,10:45,11:10:00 AM,sunny,1,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,looks like it's getting worse in health,,
5215,HQ2,7/27/2020,Grace C,HQ,10:45,11:10:00 AM,sunny,2,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,Yes,NR,No,<3,this tree is the one pride and joy of pheno data,,
5216,Shrine1,7/27/2020,Grace C,Shrine,10:45,11:10:00 AM,sunny,1,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,looks like it's on its last leg,,
5217,Shrine2,7/27/2020,Grace C,Shrine,10:45,11:10:00 AM,sunny,2,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,,,
5218,Shrine4,7/27/2020,Grace C,Shrine,10:45,11:10:00 AM,sunny,4,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,barely hanging on,,
5219,GCVC1,7/27/2020,Grace C,GCVC,10:20,11:10:00 AM,sunny,1,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,Yes,NR,No,<3,looks pretty terrible,,
5220,GCVC2,7/27/2020,Grace C,GCVC,10:20,11:10:00 AM,sunny,2,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,,,
5221,GCVC3,7/27/2020,Grace C,GCVC,10:20,10:00:00 AM,sunny,3,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,,,
5222,GCVC4,7/27/2020,Grace C,GCVC,10:20,10:00:00 AM,sunny,4,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,Yes,NR,No,<3,,,
5223,GCVC5,7/27/2020,Grace C,GCVC,10:20,10:00:00 AM,sunny,5,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,,,
5224,GCVC6,7/27/2020,Grace C,GCVC,10:20,10:00:00 AM,sunny,6,,,QUEGAM,No,<3,No,<5%,No,<5%,No,No,<3,Yes,NR,No,<3,,,
5225,Shrine3,7/27/2020,Grace C,Shrine,10:45,10:00:00 AM,sunny,3,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,,in the process of dying,
5226,GCVC7,7/27/2020,Grace C,GCVC,10:20,10:00:00 AM,sunny,7,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,Yes,NR,No,<3,,,
5227,GCVC8,7/27/2020,Grace C,GCVC,10:20,9:30:00 AM,sunny,8,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,Yes,NR,No,<3,,,
5228,GCVC9,7/27/2020,Grace C,GCVC,10:20,9:30:00 AM,sunny,9,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,Yes,NR,No,<3,,,
5229,GCVC10,7/27/2020,Grace C,GCVC,10:20,9:30:00 AM,sunny,10,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,Yes,NR,No,<3,,,
5230,HQ1,7/30/2020,Abby Gillam,HQ,9:15,9:30:00 AM,"sunny, warm",1,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,Yes,NR,No,<3,"galls, big hole in ground near tree",,
5231,HQ2,7/30/2020,Abby Gillam,HQ,9:15,9:30:00 AM,"sunny, warm",2,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,1001-10000,Yes,NR,No,<3,,"some unrippened fruit on ground, maybefrom animals",
5232,Shrine1,7/30/2020,Abby Gillam,Shrine,9:15,9:30:00 AM,"sunny, warm",1,,,QUEGAM,No,<3,Yes,25-49%,Yes,25-49%,No,Yes,101-1000,Yes,NR,No,<3,,very small fruits,
5233,Shrine2,7/30/2020,Abby Gillam,Shrine,9:15,9:30:00 AM,"sunny, warm",2,,,QUEGAM,No,<3,Yes,25-49%,Yes,25-49%,No,No,<3,Yes,NR,No,<3,galls,"not all leaves reached full size and are already turning brown, top of tree still green",
5234,Shrine3,7/30/2020,Abby Gillam,Shrine,9:15,9:30:00 AM,"sunny, warm",3,,,QUEGAM,No,<3,Yes,5-24%,Yes,5-24%,No,No,<3,Yes,NR,No,<3,,,
5235,Shrine4,7/30/2020,Abby Gillam,Shrine,9:15,9:30:00 AM,"sunny, warm",4,,,QUEGAM,No,<3,Yes,25-49%,Yes,25-49%,Yes,Yes,101-1000,Yes,NR,No,<3,,tiny fruit,
5236,GCVC1,7/30/2020,Abby Gillam,GCVC,10:10,9:30:00 AM,"sunny, hot",1,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,Yes,NR,No,<3,"spider webs, insects eating leaves",,
5237,GCVC2,7/30/2020,Abby Gillam,GCVC,10:10,8:45:00 AM,"sunny, hot",2,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,"orange lichen, galls",,
5238,GCVC3,7/30/2020,Abby Gillam,GCVC,10:10,8:45:00 AM,"sunny, hot",3,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,3-10,Yes,NR,No,<3,lichen,,
5239,GCVC4,7/30/2020,Abby Gillam,GCVC,10:10,8:45:00 AM,"sunny, hot",4,,,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,No,<3,Yes,NR,No,<3,"yellow galls, spider webs, orange & white lichen",,
5240,GCVC5,7/30/2020,Abby Gillam,GCVC,10:10,8:45:00 AM,"sunny, hot",5,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,"galls, insects eating leaves",,
5241,GCVC6,7/30/2020,Abby Gillam,GCVC,10:10,8:45:00 AM,"sunny, hot",6,,,QUEGAM,no,<3,Yes,<5%,No,<5%,No,No,<3,Yes,NR,No,<3,,,
5242,GCVC7,7/30/2020,Abby Gillam,GCVC,10:10,8:45:00 AM,"sunny, hot",7,,,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,101-1000,Yes,NR,No,<3,"lichen, lizard on tree",,
5243,GCVC8,7/30/2020,Abby Gillam,GCVC,10:10,9:05:00 AM,"sunny, hot",8,,,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,No,<3,Yes,NR,No,<3,"insects eating leaves, lichen",,
5244,GCVC9,7/30/2020,Abby Gillam,GCVC,10:10,9:05:00 AM,"sunny, hot",9,,,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,101-1000,Yes,NR,No,<3,"orange lichen, insects eating leaves",lower branches covered by juniper tree,
5245,GCVC10,7/30/2020,Abby Gillam,GCVC,10:10,9:05:00 AM,"sunny, hot",10,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,Yes,NR,No,<3,insect galls,,
5246,HQ1,8/3/2020,Jabez C,HQ,9:15,9:05:00 AM,"hot, breezy",1,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,Yes,NR,No,<3,"galls, wood pecker damage",,
5247,HQ2,8/3/2020,Jabez C,HQ,9:15,9:05:00 AM,"hot, breezy",2,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,1001-10000,Yes,NR,No,<3,woodpecker damage,,
5248,Shrine1,8/3/2020,Jabez C,Shrine,9:15,9:05:00 AM,"hot, breezy",1,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,101-1000,Yes,NR,No,<3,very small fruit,leaves don't look good,
5249,Shrine2,8/3/2020,Jabez C,Shrine,9:15,9:05:00 AM,"hot, breezy",2,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,,leaves don't look good,
5250,Shrine3,8/3/2020,Jabez C,Shrine,9:15,9:05:00 AM,"hot, breezy",3,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,,leaves don't look good,
5251,Shrine4,8/3/2020,Jabez C,Shrine,9:15,9:05:00 AM,"hot, breezy",4,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,11-100,Yes,NR,No,<3,lichen,tree mostly dead looking,
5252,GCVC1,8/3/2020,Jabez C,GCVC,9:40,9:05:00 AM,"hot, breezy",1,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,Yes,NR,No,<3,"galls, webs. Lichen",,
5253,GCVC2,8/3/2020,Jabez C,GCVC,9:40,10:27:00 AM,"hot, breezy",2,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,"licehn, galls",,
5254,GCVC3,8/3/2020,Jabez C,GCVC,9:40,10:27:00 AM,"hot, breezy",3,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,3-10,Yes,NR,No,<3,lichen,,
5255,GCVC4,8/3/2020,Jabez C,GCVC,9:40,10:27:00 AM,"hot, breezy",4,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,Yes,NR,No,<3,"lichen, webs",,
5256,GCVC5,8/3/2020,Jabez C,GCVC,9:40,10:27:00 AM,"hot, breezy",5,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,lichen,,
5257,GCVC6,8/3/2020,Jabez C,GCVC,9:40,10:27:00 AM,"hot, breezy",6,,,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,Yes,NR,No,<3,"lichen, galls",not looking good at all,
5258,GCVC7,8/3/2020,Jabez C,GCVC,9:40,10:27:00 AM,"hot, breezy",7,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,Yes,NR,No,<3,lichen,,
5259,GCVC8,8/3/2020,Jabez C,GCVC,9:40,10:10:00 AM,"hot, breezy",8,,,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,3-10,Yes,NR,No,<3,lichen,,
5260,GCVC9,8/3/2020,Jabez C,GCVC,9:40,10:10:00 AM,"hot, breezy",9,,,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,101-1000,Yes,NR,No,<3,lichen,insects eating on leaves,
5261,GCVC10,8/3/2020,Jabez C,GCVC,9:40,10:10:00 AM,"hot, breezy",10,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,Yes,NR,No,<3,"lichen, galls, webs",insects eating on leaves,
5262,HQ1,8/6/2020,K. Gillis,HQ,9:30,10:10:00 AM,"clear, sunny, warm",1,78.50,80,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,101-1000,Yes,NR,No,<3,"Woodpecker holes, lichen, galls",,
5263,HQ2,8/6/2020,K. Gillis,HQ,9:30,10:10:00 AM,"clear, sunny, warm",2,86.00,84.5,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,Yes,NR,No,<3,Woodpecker holes,"Acorns almost ripe, looking good",
5264,Shrine1,8/6/2020,K. Gillis,Shrine,9:30,10:10:00 AM,"clear, sunny, warm",1,75.00,74.5,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,11-100,Yes,NR,No,<3,,sickly brown spotted leaves,
5265,Shrine2,8/6/2020,K. Gillis,Shrine,9:30,10:10:00 AM,"clear, sunny, warm",2,77.50,75.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,insect damaged leaves,spotted brown leaves,
5266,Shrine3,8/6/2020,K. Gillis,Shrine,9:30,10:10:00 AM,"clear, sunny, warm",3,79.00,76.5,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,Yes,NR,No,<3,,"few leaves, but in better shape than neighbors",
5267,Shrine4,8/6/2020,K. Gillis,Shrine,9:30,10:10:00 AM,"clear, sunny, warm",4,75.50,74.5,QUEGAM,No,<3,Yes,25-49%,Yes,5-24%,No,Yes,11-100,Yes,NR,No,<3,webs,sickly looking leaves,
5268,GCVC1,8/6/2020,K. Gillis,GCVC,9:00,10:10:00 AM,"clear, sunny, warm",1,75.50,76,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,Yes,NR,No,<3,"galls, webs, insect damaged leaves",leaves becoming splotchy,
5269,GCVC2,8/6/2020,K. Gillis,GCVC,9:00,10:30:00 AM,"clear, sunny, warm",2,81.80,79.5,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,"galls, webs, lichen",some spotted leaves,
5270,GCVC3,8/6/2020,K. Gillis,GCVC,9:00,10:30:00 AM,"clear, sunny, warm",3,83.50,76,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,"lichen, webs",insect damaged leaves,
5271,GCVC4,8/6/2020,K. Gillis,GCVC,9:00,10:30:00 AM,"clear, sunny, warm",4,81.50,71,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,11-100,Yes,NR,No,<3,"webs, lichen",some spotted leaves,
5272,GCVC5,8/6/2020,K. Gillis,GCVC,9:00,10:30:00 AM,"clear, sunny, warm",5,70.00,69.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,"galls, webs",,
5273,GCVC6,8/6/2020,K. Gillis,GCVC,9:00,10:30:00 AM,"clear, sunny, warm",6,72.00,72,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,Yes,NR,No,<3,"webs, galls","very unhealthy, mostly dead",
5274,GCVC7,8/6/2020,K. Gillis,GCVC,9:00,10:30:00 AM,"clear, sunny, warm",7,73.00,70.5,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,101-1000,Yes,NR,No,<3,"lot of lichen, galls, webs",insect damaged leaves,
5275,GCVC8,8/6/2020,K. Gillis,GCVC,9:00,11:25:00 AM,"clear, sunny, warm",8,71.50,70,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,Yes,NR,No,<3,"lichen, webs",yellow/red spots on leaves,
5276,GCVC9,8/6/2020,K. Gillis,GCVC,9:00,11:25:00 AM,"clear, sunny, warm",9,77.50,71.5,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,101-1000,Yes,NR,No,<3,"lot of lichen, webs, galls",dead lower branches,
5277,GCVC10,8/6/2020,K. Gillis,GCVC,9:00,11:25:00 AM,"clear, sunny, warm",10,77.00,73.5,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,11-100,Yes,NR,No,<3,"webs, galls",,
5278,HQ1,8/10/2020,A Gillam,HQ,10:00,11:25:00 AM,"sunny, hot",1,,,QUEGAM,No,<3,Yes,50-74%,Yes,5-24%,No,Yes,101-1000,Yes,NR,No,<3,"galls, lichen",,
5279,HQ2,8/10/2020,A Gillam,HQ,10:00,11:25:00 AM,"sunny, hot",2,,,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,1001-10000,Yes,NR,No,<3,,"acorns very large, almost ripe",
5280,Shrine2,8/10/2020,A Gillam,Shrine,10:00,11:25:00 AM,"sunny, hot",2,,,QUEGAM,No,<3,Yes,5-24%,Yes,5-24%,No,Yes,11-100,Yes,NR,No,<3,galls,"acorns very small, colored leaves on lower branches",
5281,Shrine3,8/10/2020,A Gillam,Shrine,10:00,11:25:00 AM,"sunny, hot",3,,,QUEGAM,No,<3,Yes,5-24%,Yes,5-24%,No,No,<3,Yes,NR,No,<3,,very sparse leaves,
5282,Shrine4,8/10/2020,A Gillam,Shrine,10:00,11:25:00 AM,"sunny, hot",4,,,QUEGAM,No,<3,Yes,25-49%,Yes,5-24%,No,No,<3,Yes,NR,No,<3,,lower branches have more colored leaves,
5283,GCVC1,8/10/2020,A Gillam,GCVC,10:45,11:25:00 AM,"sunny, hot",1,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,Yes,NR,No,<3,"galls, insects damaged leaves, spider webs",,
5284,GCVC2,8/10/2020,A Gillam,GCVC,10:45,11:25:00 AM,"sunny, hot",2,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,"orange/yellow/gray lichen, galls",,
5285,GCVC3,8/10/2020,A Gillam,GCVC,10:45,11:30:00 AM,"sunny, hot",3,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,Yes,NR,No,<3,yellow/gray lichen,,
